Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Verb_freq
genuflects,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gestated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gestates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gibbeting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gimped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gimping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
glair,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
glamorizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
glamoured,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
glomming,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gloving,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
gluts,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gnashes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
goateed,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
goldarned,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,4.0,0.8,adjective.verb,4.1,1
gooseflesh,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
gossipmonger,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
gossipped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gourmandise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gowning,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gradated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
grapnels,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
grassing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
graverobber,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
greenhorns,3,3,2,2,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
greenmail,3,1,2,1,0.06,0.6021,0.01,0.301,noun,2.0,0.67,noun.verb,2.1,1
grifting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
grigs,5,1,0,0,0.1,0.7782,0.01,0.301,noun,2.0,0.4,noun.name.verb,2.2.1,1
grizzling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
grouching,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
grovelled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
grundel,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
guestimating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
guised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gulfing,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
gulled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gullied,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
gunsel,11,7,9,6,0.22,1.0792,0.08,0.9031,noun,9.0,0.82,noun.verb.name,9.1.1,1
guttersnipe,7,4,7,4,0.14,0.9031,0.05,0.6990000000000001,noun,6.0,0.86,noun.verb,6.1,1
habitualize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hackled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hackling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
haemorrhaged,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hagged,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hairsplitting,3,3,2,2,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
hallooed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hardhearted,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,1
hareem,2,1,0,0,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
harelipped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
harkened,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
haroset,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
harrumphing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
harrying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hasenpfeffer,7,5,3,3,0.14,0.9031,0.06,0.7782,noun,3.0,0.5,noun.name.verb,3.2.1,1
hastes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hatemongering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hault,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
headstands,3,2,3,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
hedgehopped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
heehaw,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
heiling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
helicoptering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hemolyzed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hemothorax,6,6,6,6,0.12,0.8451,0.07,0.8451,noun,5.0,0.83,noun.verb,5.1,1
henpeck,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
henpecks,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
heparinize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
herniates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hexing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
hibernated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hiccuped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
higgle,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
highballing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
highjack,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hobbing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hobnailed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hobnobs,3,3,1,1,0.06,0.6021,0.04,0.6021,verb,1.0,0.33,verb.noun.name,1.1.1,1
hoick,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
holidayed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
holpen,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
holstering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
homeling,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
homogenizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
honkytonks,3,1,3,1,0.06,0.6021,0.01,0.301,noun,2.0,0.67,noun.verb,2.1,1
hoodooed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hornswoggling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
horselaugh,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,noun,3.0,0.75,noun.verb,3.1,1
hospitalise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hospitalizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hostessed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hotcake,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
hotdogging,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.name,1.1,1
hotfooted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
howsomever,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
humanify,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
humanise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hyperventilated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
hyphenates,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
hypothesising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
icebound,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
idealise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
idealising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
imbibes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
imbowers,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
immerged,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
immobilising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
immobilizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
immortalise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
immortalizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
immured,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
impales,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
impanelled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
imperilling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
impugns,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
impulsed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
inbounded,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
indetermined,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
indisciplined,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
indite,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
indoctrinates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
inebriates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
infatuates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
infracting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ingraining,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ingurgitate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
insol,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
instils,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
intellectualising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
intellectualizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
intercutting,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
interdicts,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
interloping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
intermarrying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
internalises,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
interpenetrate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
intubates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
inuring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
inveigles,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
iodoform,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ionise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
irking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
irradiates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
irregulated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jabbered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
japed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jaywalked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jerkish,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jetes,3,2,1,1,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
jettisons,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jiggered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jiggering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jigsawing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jilling,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jimp,4,1,3,1,0.08,0.6990000000000001,0.01,0.301,noun,3.0,0.75,noun.verb,3.1,1
jinked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jitterbugging,3,3,2,2,0.06,0.6021,0.04,0.6021,verb,1.0,0.33,verb.noun.name,1.1.1,1
jived,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jobbed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
joggled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
joshed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
jousted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
joying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
kayoed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
keap,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
keelhaul,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
keets,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
kenscoff,5,1,0,0,0.1,0.7782,0.01,0.301,name,3.0,0.6,name.verb.noun,3.1.1,1
khitmutgar,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
kibitzes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
kieselguhr,7,1,7,1,0.14,0.9031,0.01,0.301,noun,6.0,0.86,noun.verb,6.1,1
kikes,14,10,12,8,0.27,1.1761,0.12,1.0414,noun,12.0,0.86,noun.verb.name,12.1.1,1
kingdomed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
knacking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
knackwurst,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,4.0,0.8,noun.verb,4.1,1
kneeing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
knickknack,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,noun,3.0,0.75,noun.verb,3.1,1
knobbing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
knockwurst,18,11,16,10,0.35,1.2788,0.13,1.0792,noun,17.0,0.94,noun.verb,17.1,1
knuckling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
knucks,3,2,3,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
kopeck,7,5,5,4,0.14,0.9031,0.06,0.7782,noun,6.0,0.86,noun.verb,6.1,1
kopecks,6,2,6,2,0.12,0.8451,0.02,0.4771,noun,5.0,0.83,noun.verb,5.1,1
koshered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
kowtows,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
kvetched,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lacerates,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
lachrymose,6,1,0,0,0.12,0.8451,0.01,0.301,name,4.0,0.67,name.verb.noun,4.1.1,1
lactated,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.verb,3.1,1
lallygagging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
laving,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lazyboots,8,1,0,0,0.16,0.9542,0.01,0.301,noun,6.0,0.75,noun.verb.name,6.1.1,1
leathering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
libelled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ligatured,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lilts,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lionize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lipping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
liquifying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lisps,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
litterbug,3,3,2,2,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
loafs,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
loansharking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lobotomizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lobscouse,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
locoed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
locomote,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
locoweed,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
loculated,3,2,2,1,0.06,0.6021,0.02,0.4771,adjective,2.0,0.67,adjective.verb,2.1,1
loggerheaded,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lolls,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
longhairs,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,noun,3.0,0.75,noun.verb,3.1,1
loopholed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lorate,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
loudering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
loxed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
luminesce,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lushing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
lustering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
lyophilize,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
macerate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
maddens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
magnetise,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
magnetizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mainlined,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
maladapted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
manhunting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
manit,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
maraud,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
marauds,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
marcelled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
marinates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
martyring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
martyrized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
masticated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
materialising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mathematize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
meaned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
medaled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
medalled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
meddles,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
medicates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
melteth,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
menstruated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mensurate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
meowed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mercurized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
merveilleux,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
meshugaas,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
metabolises,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
metastasised,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
metastasizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mewed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mewl,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
miaows,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
microzoospore,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
micturated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
midwatch,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
miniaturizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
miniaturizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
miracled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mirate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misbegot,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misbeliever,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
miscalculating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
miscarrying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misconstruing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misdoubt,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misgives,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mishappen,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misidentify,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mislabel,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misplaces,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misprising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mispronounces,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
misremembered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misshaping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misspeak,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
misspeaking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mistermed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mistrusting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
miswrote,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mizzenmast,6,4,5,4,0.12,0.8451,0.05,0.6990000000000001,noun,5.0,0.83,noun.verb,5.1,1
mizzling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
moistens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
moisturised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
