Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Noun_freq,Web_freq
hobos,11,11,noun,11,11,83858.0
topnotch,20,19,noun.verb,11.9,11,83654.0
abductors,11,8,noun,11,11,83053.0
buffoons,11,9,noun,11,11,81426.0
temerity,11,11,noun,11,11,79953.0
scooper,12,8,noun.name,11.1,11,79009.0
passbook,11,7,noun,11,11,78691.0
blinker,12,12,noun.name,11.1,11,78660.0
acrimony,11,6,noun,11,11,77878.0
wonton,15,10,noun.name,11.4,11,77294.0
nightshirt,11,7,noun,11,11,76757.0
parisians,11,5,noun,11,11,75518.0
betrothal,11,9,noun,11,11,75302.0
sniffles,25,22,verb.noun.name,12.11.2,11,73611.0
sandlot,11,3,noun,11,11,73462.0
baldrick,354,24,name.verb.noun,253.88.11,11,72536.0
priss,14,12,noun.name,11.3,11,71355.0
nightgowns,11,7,noun,11,11,71053.0
cecum,11,9,noun,11,11,70881.0
footlights,11,9,noun,11,11,70489.0
blockhouse,11,8,noun,11,11,69556.0
handbills,11,6,noun,11,11,69046.0
harlots,12,7,noun.verb,11.1,11,69037.0
chicanos,15,6,noun.name,11.4,11,68446.0
stoners,12,6,noun.name,11.1,11,67347.0
jealousies,11,11,noun,11,11,67312.0
arsonists,11,6,noun,11,11,66290.0
garcon,13,11,noun.name,11.1,11,65178.0
sleepwalker,11,10,noun,11,11,64215.0
genies,14,6,noun.name,11.2,11,64209.0
toady,11,6,noun,11,11,63910.0
bogies,11,10,noun,11,11,63423.0
gearshift,11,11,noun,11,11,61736.0
laundress,13,10,noun.verb,11.2,11,61630.0
bugles,17,12,noun.verb.name,11.3.3,11,61625.0
voiceprint,12,10,noun.name,11.1,11,61293.0
kielbasa,12,6,noun.name,11.1,11,61230.0
proclivities,11,10,noun,11,11,61090.0
surrealists,11,7,noun,11,11,60901.0
stenographers,11,9,noun,11,11,60589.0
hootenanny,11,9,noun,11,11,59874.0
lothario,14,14,noun.name,11.3,11,59589.0
flypaper,14,11,noun.verb.name,11.2.1,11,59178.0
hags,14,14,noun.verb,11.3,11,58818.0
cacciatore,12,12,noun.verb,11.1,11,57625.0
brontosaurus,11,7,noun,11,11,57578.0
shoehorn,13,12,noun.verb,11.2,11,56730.0
lawmen,11,11,noun,11,11,56019.0
warhorse,12,12,noun.name,11.1,11,55544.0
pantaloons,11,10,noun,11,11,55429.0
benedick,41,3,name.noun.verb,24.11.6,11,55313.0
assignation,11,9,noun,11,11,54956.0
mope,34,28,verb.noun.name,20.11.3,11,54887.0
micawber,36,1,name.noun,25.11,11,52720.0
claptrap,14,13,noun.verb,11.3,11,50957.0
striations,11,9,noun,11,11,50435.0
adenoids,11,9,noun,11,11,47623.0
malcontents,11,9,noun,11,11,46467.0
adulteress,13,11,noun.verb,11.1,11,45161.0
pentameter,13,7,noun.name.adjective,11.1.1,11,45064.0
pentagrams,11,4,noun,11,11,44798.0
passel,11,9,noun,11,11,43048.0
egads,11,7,noun,11,11,41819.0
woodpile,11,10,noun,11,11,40596.0
beaner,12,9,noun.name,11.1,11,39824.0
infidelities,11,10,noun,11,11,39452.0
somersaults,13,13,noun.verb,11.1,11,38701.0
prithee,11,7,noun,11,11,38294.0
lumbago,11,7,noun,11,11,37394.0
bluntness,11,10,noun,11,11,37204.0
bedsores,11,9,noun,11,11,36178.0
haematoma,11,6,noun,11,11,35964.0
sirrah,11,6,noun,11,11,35294.0
heists,11,10,noun,11,11,34122.0
bloodstain,12,12,noun.verb,11.1,11,32862.0
bedbug,15,8,noun.verb,11.4,11,32693.0
succotash,18,11,noun.verb.name,11.6.1,11,32465.0
brassieres,11,9,noun,11,11,32143.0
frankfurters,13,10,noun.name,11.2,11,31221.0
micks,16,12,noun.name,11.5,11,30660.0
specialness,11,5,noun,11,11,29797.0
psychokinesis,11,9,noun,11,11,29669.0
carpetbaggers,11,7,noun,11,11,29023.0
simpletons,11,10,noun,11,11,28328.0
hanker,11,10,noun,11,11,28198.0
waxer,11,6,noun,11,11,27793.0
vendettas,11,10,noun,11,11,27301.0
walkies,11,7,noun,11,11,25836.0
toey,25,1,name.noun,14.11,11,25456.0
yean,17,12,noun.adjective.name,11.5.1,11,24719.0
depressors,11,9,noun,11,11,24536.0
bughouse,11,8,noun,11,11,24130.0
stepsisters,11,9,noun,11,11,23630.0
standoffish,11,11,noun,11,11,22908.0
pallbearer,11,8,noun,11,11,22101.0
beaus,11,11,noun,11,11,21947.0
piccata,13,9,noun.name,11.2,11,20299.0
prophylactics,11,8,noun,11,11,19827.0
chippie,11,7,noun,11,11,19243.0
gumdrops,11,8,noun,11,11,18335.0
choirboy,11,10,noun,11,11,17650.0
jakey,27,17,name.noun,16.11,11,16541.0
shirttail,15,9,noun.verb,11.4,11,16203.0
churchgoer,13,12,noun.verb,11.2,11,16055.0
afeard,11,9,noun,11,11,15380.0
triborough,11,9,noun,11,11,15338.0
stomachaches,12,11,noun.verb,11.1,11,15302.0
towline,12,4,noun.verb,11.1,11,14466.0
they,209250,8332,pronoun.noun,207801.10,10,883223816.0
his,108364,8186,pronoun.noun,107681.10,10,660177731.0
october,506,322,name.noun,495.10,10,163363054.0
natural,2160,1562,adjective.adverb.noun,2092.62.10,10,105101771.0
particular,1423,1096,adjective.adverb.noun.name,1129.281.10.2,10,72056920.0
follow,6283,3431,verb.noun,6274.10,10,68982994.0
interested,4374,2669,adjective.verb.noun,4275.80.10,10,51282170.0
ten,7395,3273,number.noun,7378.10,10,46907473.0
jones,1579,447,name.noun.verb,1488.10.2,10,39297134.0
native,421,306,adjective.noun,411.10,10,35160636.0
accordance,81,66,preposition.noun,71.10,10,25194680.0
mississippi,339,173,name.noun.verb,321.10.4,10,24629063.0
consolidation,10,10,noun,10,10,19338827.0
barbara,1154,320,name.noun,1144.10,10,19188215.0
licensing,11,10,noun.verb,10.1,10,19094731.0
sw,11,11,noun,10,10,17482224.0
jay,821,169,name.noun.verb,806.10.3,10,17285391.0
vertical,141,113,adjective.noun,131.10,10,16229818.0
harris,738,181,name.noun,728.10,10,15977621.0
attribute,45,43,verb.noun,35.10,10,15839012.0
rolling,1099,753,verb.adjective.noun.name,686.400.10.2,10,15086116.0
trans,60,37,name.noun,50.10,10,14243681.0
vista,142,86,name.interjection.noun,95.37.10,10,13991160.0
nikon,13,6,noun.name,10.3,10,13789510.0
webcam,11,10,noun.verb,10.1,10,12835042.0
manga,10,8,noun,10,10,12774174.0
facial,293,238,adjective.noun.name,282.10.1,10,12721452.0
collins,506,141,name.noun,494.10,10,12638925.0
noble,744,506,adjective.name.noun,673.62.10,10,12604679.0
median,20,20,noun.adjective,10.10,10,12384523.0
allocation,10,10,noun,10,10,11756315.0
goto,13,9,noun.name,10.3,10,11503742.0
pixels,10,8,noun,10,10,10381558.0
inclusion,10,9,noun,10,10,10305876.0
ceramic,62,45,adjective.noun,52.10,10,9531846.0
perspectives,10,10,noun,10,10,8983024.0
staffing,14,12,noun.verb,10.4,10,8211954.0
conducting,189,172,verb.noun,179.10,10,7945868.0
calculators,10,9,noun,10,10,7928172.0
projectors,11,7,noun,10,10,7859378.0
bookmarks,10,7,noun,10,10,7607172.0
educators,10,8,noun,10,10,7476133.0
infrared,155,108,adjective.noun,145.10,10,7353180.0
expo,20,16,noun.name,10.10,10,7246083.0
wellington,148,34,name.noun,137.10,10,7059665.0
nam,174,105,name.noun,162.10,10,7037733.0
uni,20,18,noun.name.adjective,10.1.1,10,5909498.0
interventions,10,9,noun,10,10,5187635.0
spas,10,10,noun,10,10,5141268.0
instrumentation,10,7,noun,10,10,5083861.0
mis,27,23,name.noun,16.10,10,4637449.0
impairment,10,6,noun,10,10,4359947.0
consultations,10,9,noun,10,10,4261175.0
servicing,31,28,verb.noun.adjective,19.10.1,10,4170827.0
maggie,1372,206,name.noun,1356.10,10,4165430.0
transitions,10,9,noun,10,10,4141050.0
handset,13,10,noun.verb,10.3,10,4032942.0
excerpts,10,10,noun,10,10,3906085.0
propagation,10,10,noun,10,10,3783126.0
grooming,64,51,verb.noun.adjective.name,45.10.6.3,10,3718290.0
abbreviations,10,8,noun,10,10,3703739.0
corrosion,10,8,noun,10,10,3578504.0
rants,10,9,noun,10,10,3561826.0
emergence,10,9,noun,10,10,3521074.0
weaver,413,134,name.noun,402.10,10,3464764.0
isles,10,6,noun,10,10,3443470.0
methyl,10,8,noun,10,10,3381243.0
spares,21,21,verb.noun,11.10,10,3357011.0
auditors,10,7,noun,10,10,3315685.0
melt,373,267,verb.noun,364.10,10,3153948.0
cohort,10,9,noun,10,10,3024028.0
rsvp,41,27,name.noun,30.10,10,2954410.0
bindings,10,8,noun,10,10,2857186.0
hazel,55,38,name.noun.adjective,36.10.9,10,2841268.0
tenders,10,7,noun,10,10,2822708.0
offences,10,10,noun,10,10,2795612.0
runoff,10,10,noun,10,10,2733855.0
mal,139,41,name.adjective.noun,116.11.10,10,2725422.0
torah,55,17,name.noun,44.10,10,2698722.0
redesign,24,16,verb.noun,14.10,10,2533719.0
redistribution,10,7,noun,10,10,2480798.0
newsweek,50,40,name.noun.verb,37.10.3,10,2434397.0
yd,11,3,noun,10,10,2408813.0
buffers,10,7,noun,10,10,2396823.0
commentaries,10,9,noun,10,10,2372211.0
waits,307,230,verb.noun,296.10,10,2362199.0
bakersfield,53,35,name.noun,43.10,10,2314616.0
reproductions,10,9,noun,10,10,2232254.0
additives,10,8,noun,10,10,2212673.0
inks,9,9,noun,10,10,2191859.0
chronology,10,8,noun,10,10,2161984.0
vita,20,16,noun.name,10.10,10,2160856.0
cessation,10,8,noun,10,10,2137188.0
exponential,10,9,noun,10,10,2096725.0
questionnaires,10,7,noun,10,10,2089908.0
pharmacists,10,6,noun,10,10,2074882.0
barrow,61,26,name.noun,50.10,10,2049454.0
posterior,31,31,adjective.noun,21.10,10,2047718.0
entropy,11,10,noun.name,10.1,10,2006551.0
shockwave,12,6,noun.verb,10.2,10,1978764.0
homme,12,5,noun.name,10.2,10,1967874.0
migrants,10,5,noun,10,10,1925933.0
zirconia,12,9,noun.name,10.2,10,1839687.0
outbound,16,15,noun.verb,10.6,10,1834727.0
hoodie,10,8,noun,10,10,1806748.0
purifier,10,5,noun,10,10,1802054.0
grower,10,9,noun,10,10,1776182.0
canoeing,9,6,noun,10,10,1762167.0
emory,101,24,name.noun.adjective,88.10.3,10,1755002.0
fob,14,11,noun.verb,10.4,10,1745293.0
wac,12,9,noun.name.adjective,10.1.1,10,1714863.0
audubon,12,8,noun.name,10.2,10,1678873.0
dram,10,10,noun,10,10,1676257.0
carbonate,10,7,noun,10,10,1659355.0
cryptography,11,7,noun.name,10.1,10,1645630.0
militant,45,40,adjective.noun,35.10,10,1596979.0
neg,12,10,noun.verb,10.2,10,1576110.0
flange,12,6,noun.name,10.2,10,1552260.0
computations,10,8,noun,10,10,1525533.0
booker,102,25,name.noun,90.10,10,1525480.0
caravans,10,7,noun,10,10,1523818.0
aztec,56,24,adjective.noun,45.10,10,1494241.0
sandstone,16,8,noun.name,10.6,10,1493641.0
pairing,24,20,verb.noun,13.10,10,1486812.0
wellbeing,10,10,noun,10,10,1451477.0
spins,98,85,verb.noun,87.10,10,1421064.0
nomenclature,10,10,noun,10,10,1417189.0
reformation,10,9,noun,10,10,1412334.0
confluence,10,10,noun,10,10,1396948.0
burnout,12,11,noun.verb,10.2,10,1392731.0
hydrocarbons,10,7,noun,10,10,1328870.0
transducer,10,7,noun,10,10,1304419.0
fertilizers,10,8,noun,10,10,1296340.0
masking,18,17,noun.verb,10.8,10,1286584.0
forfeiture,10,6,noun,10,10,1274559.0
calypso,17,12,noun.name,10.7,10,1268267.0
harnesses,10,9,noun,10,10,1235407.0
craven,38,24,name.noun.adjective,23.10.5,10,1234807.0
clubbing,34,30,verb.noun.name.adjective,22.10.1.1,10,1232841.0
cradles,10,9,noun,10,10,1231258.0
verve,12,9,noun.verb,10.2,10,1218256.0
gurus,10,9,noun,10,10,1217822.0
