Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Adjective_freq,Web_freq
checkered,42,30,adjective.verb,37.5,37,525351.0
consensual,37,35,adjective,37,37,520709.0
gory,37,37,adjective,37,37,489190.0
innermost,37,33,adjective,37,37,404988.0
restful,38,34,adjective,37,37,398476.0
aristocratic,37,30,adjective,37,37,398360.0
homophobic,37,31,adjective,37,37,376947.0
drowsy,37,36,adjective,37,37,369658.0
faceless,37,32,adjective,37,37,350131.0
wobbly,37,33,adjective,37,37,329523.0
shoddy,37,31,adjective,37,37,313015.0
tardy,58,47,adjective.noun,37.21,37,303140.0
incendiary,37,32,adjective,37,37,290818.0
sharpest,37,33,adjective,37,37,288076.0
seedy,37,29,adjective,37,37,284954.0
hunky,42,33,adjective.name,37.5,37,279599.0
whiter,37,34,adjective,37,37,278534.0
scrumptious,38,37,adjective,37,37,263626.0
underprivileged,37,28,adjective,37,37,252830.0
overjoyed,37,34,adjective,37,37,246915.0
forgetful,38,32,adjective.name,37.1,37,214785.0
shifty,37,28,adjective,37,37,205583.0
psychopathic,37,36,adjective,37,37,172269.0
mugged,142,101,verb.adjective.name,101.37.4,37,147875.0
unguarded,36,34,adjective,37,37,144347.0
infatuated,37,33,adjective,37,37,137252.0
impudent,37,32,adjective,37,37,93454.0
angrier,37,27,adjective,37,37,83741.0
vanquishing,68,40,adjective.verb.noun.name,37.26.4.1,37,36173.0
published,367,262,verb.adjective,331.36,36,84923632.0
ground,3696,2265,noun.verb.adjective,3545.114.36,36,60679179.0
reported,771,613,verb.adjective,736.36,36,53189294.0
adverse,36,34,adjective,36,36,11157534.0
robust,36,35,adjective,36,36,7162001.0
valued,95,80,verb.adjective,59.36,36,6356728.0
restored,214,177,verb.adjective,178.36,36,6002392.0
engaging,98,85,verb.adjective,62.36,36,5477196.0
tanning,64,47,adjective.verb.noun.name,36.23.3.2,36,4627015.0
detached,79,70,verb.adjective,43.36,36,3730246.0
outdated,41,39,adjective.verb,36.5,36,3459713.0
autographed,60,58,adjective.verb,36.24,36,2838531.0
scented,46,39,adjective.verb,36.10,36,2218936.0
audible,36,27,adjective,36,36,1842341.0
illicit,36,33,adjective,36,36,1820204.0
venetian,36,29,adjective,36,36,1758092.0
penetrating,59,57,adjective.verb,36.23,36,1327533.0
flammable,36,32,adjective,36,36,1263036.0
battered,57,51,adjective.verb,36.21,36,1240729.0
fragrant,36,34,adjective,36,36,1182515.0
devoid,36,34,adjective,36,36,938118.0
gaping,42,38,adjective.verb,36.6,36,921409.0
subliminal,36,21,adjective,36,36,840040.0
shaggy,78,30,name.adjective,42.36,36,813846.0
willful,35,28,adjective,36,36,797316.0
bewitched,75,40,adjective.verb.name,36.35.4,36,699295.0
limitless,36,31,adjective,36,36,692234.0
undisturbed,36,34,adjective,36,36,628268.0
watery,36,34,adjective,36,36,625163.0
unruly,36,34,adjective,36,36,495055.0
plunger,48,40,adjective.verb.name,36.9.3,36,487501.0
momentous,36,32,adjective,36,36,436293.0
crass,36,32,adjective,36,36,408565.0
surly,36,34,adjective,36,36,372213.0
overgrown,49,47,adjective.verb.name,36.12.1,36,359873.0
unresponsive,35,31,adjective,36,36,359092.0
poached,62,50,adjective.verb,36.26,36,307394.0
wisest,36,33,adjective,36,36,296854.0
calmer,36,33,adjective,36,36,264639.0
wimpy,43,38,adjective.name,36.7,36,258895.0
occipital,36,24,adjective,36,36,248834.0
humongous,36,31,adjective,36,36,244977.0
unpunished,36,33,adjective,36,36,228819.0
celibate,36,31,adjective,36,36,158022.0
invulnerable,36,28,adjective,36,36,119757.0
imbecile,147,109,noun.adjective,109.36,36,102040.0
beady,36,28,adjective,36,36,87974.0
waste,2716,1960,verb.noun.adjective,1586.1093.35,35,41089558.0
turning,2061,1630,verb.noun.adjective,1816.210.35,35,15907811.0
compressed,46,32,adjective.verb,35.11,35,9004826.0
surfing,230,102,verb.adjective.noun.name,151.35.32.11,35,7626574.0
informative,35,34,adjective,35,35,6379114.0
acknowledged,100,87,verb.adjective,65.35,35,5979804.0
yearly,45,43,adjective.adverb,35.9,35,5822036.0
ascending,35,31,adjective,35,35,4958122.0
woody,433,116,name.adjective,396.35,35,4355633.0
unchanged,36,35,adjective,35,35,3271637.0
cervical,35,30,adjective,35,35,2982755.0
computerized,35,30,adjective,35,35,2455700.0
compromised,251,211,verb.adjective,216.35,35,2156859.0
obligated,131,107,verb.adjective,95.35,35,1805015.0
vigorous,35,31,adjective,35,35,1725085.0
dotted,51,48,adjective.verb,35.15,35,1692315.0
peruvian,35,22,adjective,35,35,1683521.0
bland,55,33,adjective.name,35.20,35,1606490.0
militant,45,40,adjective.noun,35.10,35,1596979.0
staggering,81,77,verb.adjective,46.35,35,1477324.0
roaring,156,108,verb.adjective.noun,108.35.13,35,1358322.0
retinal,35,24,adjective,35,35,1253019.0
shredded,61,53,adjective.verb,35.26,35,1085214.0
nonstop,90,84,adverb.adjective,54.35,35,1063797.0
blinking,113,87,verb.adjective.noun,52.35.25,35,936625.0
cheated,627,442,verb.adjective,591.35,35,818815.0
archaic,35,34,adjective,35,35,802317.0
journalistic,35,30,adjective,35,35,793412.0
reassuring,72,67,verb.adjective,37.35,35,697307.0
heaviest,35,30,adjective,35,35,634656.0
unbreakable,35,30,adjective,35,35,612944.0
reigning,39,30,adjective.verb,35.4,35,544415.0
slacker,39,29,adjective.noun.name,35.2.2,35,535041.0
fraught,35,31,adjective,35,35,458277.0
chipper,66,55,adjective.noun,35.31,35,452119.0
destitute,36,33,adjective,35,35,423772.0
voluptuous,38,30,adjective.name,35.3,35,405932.0
taut,35,31,adjective,35,35,366635.0
atrocious,35,31,adjective,35,35,330010.0
strictest,35,35,adjective,35,35,322647.0
bitchy,64,45,adjective.noun.name,35.27.3,35,235362.0
egotistical,35,33,adjective,35,35,215142.0
psyched,137,101,verb.adjective.name,99.35.3,35,185303.0
remiss,35,35,adjective,35,35,157475.0
cushy,36,32,adjective.name,35.1,35,147465.0
unexplainable,35,30,adjective,35,35,141005.0
squeamish,45,40,adjective.verb,35.10,35,124367.0
uncivilized,35,29,adjective,35,35,95227.0
underhanded,35,32,adjective,35,35,93228.0
lovesick,35,27,adjective,35,35,92416.0
flunky,35,31,adjective,35,35,37058.0
soul,3925,2041,noun.adjective.name,3881.34.3,34,33173763.0
representative,270,203,noun.adjective.name,236.34.1,34,29810467.0
transferred,599,466,verb.adjective,565.34,34,11023998.0
transmitted,102,87,verb.adjective,68.34,34,9934463.0
cognitive,34,29,adjective,34,34,8211944.0
cadillac,292,170,noun.name.adjective,146.110.34,34,6200446.0
broader,34,26,adjective,34,34,6086711.0
inactive,34,28,adjective,34,34,4677994.0
evolved,161,134,verb.adjective,128.34,34,4581246.0
aesthetic,34,31,adjective,34,34,3100660.0
biased,47,36,adjective.verb,34.13,34,2657852.0
oversized,47,44,adjective.verb,34.13,34,1933333.0
robotic,34,25,adjective,34,34,1921045.0
elemental,34,26,adjective,34,34,1804206.0
inverted,40,34,adjective.verb,34.6,34,1742040.0
glazed,50,42,adjective.verb,34.16,34,1612347.0
waving,266,231,verb.adjective,231.34,34,1399803.0
twisting,111,98,verb.adjective,77.34,34,1187497.0
lavish,39,35,adjective.verb,34.5,34,885755.0
carotid,66,47,adjective.noun.name,34.30.2,34,872749.0
afflicted,65,45,adjective.verb,34.32,34,860349.0
rudimentary,34,34,adjective,34,34,561512.0
stupendous,33,27,adjective,34,34,537480.0
farthest,42,39,adjective.adverb,34.8,34,475229.0
flowery,34,33,adjective,34,34,474297.0
arduous,34,33,adjective,34,34,472353.0
tireless,34,32,adjective,34,34,461908.0
ruddy,36,26,adjective.adverb,34.2,34,387590.0
rarest,34,33,adjective,34,34,377751.0
inadmissible,34,28,adjective,34,34,348986.0
irreparable,34,31,adjective,34,34,333740.0
sparkly,34,29,adjective,34,34,314741.0
depraved,65,55,adjective.verb.name,34.30.1,34,283374.0
forthright,34,29,adjective,34,34,270375.0
chatty,51,49,adjective.noun.name,34.12.5,34,269620.0
hellish,39,39,adjective.verb,34.4,34,245094.0
gutsy,34,30,adjective,34,34,213692.0
bearable,34,31,adjective,34,34,208795.0
beastly,34,30,adjective,34,34,183146.0
lascivious,34,23,adjective,34,34,139088.0
hypodermic,34,23,adjective,34,34,133217.0
straighter,34,29,adjective,34,34,127248.0
chummy,54,41,adjective.noun.name,34.16.4,34,52593.0
de,2161,942,name.unclassified.noun.adjective.adverb,1684.332.80.33.26,33,314593284.0
material,1129,825,noun.adjective,1097.33,33,98528318.0
revised,63,55,adjective.verb,33.30,33,26702355.0
receiving,392,323,verb.adjective.noun,352.33.7,33,25243472.0
raised,1312,1038,verb.adjective,1277.33,33,24397948.0
speaking,3565,2326,verb.noun.adjective.name,2683.842.33.2,33,23813045.0
affordable,33,29,adjective,33,33,21650006.0
binary,38,29,adjective.noun,33.5,33,12286978.0
invalid,88,66,noun.adjective,55.33,33,8718056.0
controlling,226,194,verb.adjective,194.33,33,8536013.0
finite,33,27,adjective,33,33,7514740.0
clearing,331,291,verb.noun.adjective,215.84.33,33,6077447.0
token,205,173,noun.adjective,171.33,33,5672353.0
optimum,33,26,adjective,33,33,5188219.0
piercing,70,58,verb.adjective,37.33,33,4346261.0
freshwater,35,21,adjective.name,33.1,33,4338978.0
motivational,33,29,adjective,33,33,2795731.0
communal,33,30,adjective,33,33,2020689.0
poorest,33,28,adjective,33,33,1853484.0
adept,33,31,adjective,33,33,1595303.0
turbulent,33,31,adjective,33,33,1565195.0
uplifting,35,35,adjective.verb,33.2,33,1467569.0
quirky,33,28,adjective,33,33,1436076.0
undesirable,33,30,adjective,33,33,1378592.0
sheltered,53,49,adjective.verb,33.20,33,1324275.0
messed,853,669,verb.adjective,820.33,33,1290228.0
rambling,69,63,adjective.noun.verb,33.19.17,33,1092988.0
sweating,419,336,verb.noun.adjective,328.58.33,33,1077565.0
budding,33,31,adjective,33,33,1054566.0
nitrous,35,23,adjective.name,33.1,33,923399.0
snoopy,52,35,adjective.name,33.19,33,841861.0
interstellar,33,23,adjective,33,33,756734.0
bountiful,39,34,adjective.name.noun,33.5.1,33,670943.0
tawny,33,16,adjective,33,33,602308.0
systolic,49,39,adjective.name,33.16,33,594662.0
subterranean,33,23,adjective,33,33,555068.0
petting,73,58,verb.adjective.noun.name,34.33.5.1,33,429286.0
pygmy,33,27,adjective,33,33,421975.0
chewy,35,32,adjective.name,33.2,33,412145.0
infallible,32,31,adjective,33,33,390285.0
teeming,33,30,adjective,33,33,341066.0
aloof,33,28,adjective,33,33,294291.0
belligerent,33,31,adjective,33,33,281789.0
tipsy,33,28,adjective,33,33,279464.0
loopy,33,27,adjective,33,33,263368.0
toasty,34,32,adjective.name,33.1,33,262852.0
feverish,33,33,adjective,33,33,241820.0
premarital,33,25,adjective,33,33,235582.0
lurid,33,32,adjective,33,33,226354.0
inconspicuous,33,27,adjective,33,33,193175.0
trifling,35,30,adjective.verb,33.3,33,190034.0
accursed,33,30,adjective,33,33,189430.0
unsavory,39,35,adjective.noun,33.6,33,161102.0
peppy,33,28,adjective,33,33,156692.0
virile,33,32,adjective,33,33,102787.0
unfeeling,33,30,adjective,33,33,76387.0
loneliest,33,30,adjective,33,33,74027.0
crapper,41,39,adjective.noun.name,33.4.4,33,71397.0
prouder,33,30,adjective,33,33,58007.0
indeedy,33,26,adjective,33,33,33676.0
set,11805,5185,verb.noun.adjective.name,9574.2197.32.1,32,313469591.0
reduced,248,220,verb.adjective,216.32,32,29726540.0
framed,284,219,verb.adjective,252.32,32,11770634.0
shaped,181,163,verb.adjective,149.32,32,10717999.0
projected,64,58,adjective.verb,32.31,32,7817947.0
competing,192,144,verb.adjective,160.32,32,6608747.0
organised,77,54,verb.adjective,44.32,32,6011975.0
descending,85,67,verb.adjective,53.32,32,5372249.0
unused,32,29,adjective,32,32,5028967.0
defeated,284,223,verb.adjective,252.32,32,4629690.0
spectral,32,26,adjective,32,32,4424231.0
accelerated,49,42,adjective.verb,32.17,32,4336016.0
clit,33,17,adjective.name,32.1,32,4159110.0
paramount,116,47,name.adjective,82.32,32,3954831.0
fuller,241,73,name.adjective.noun,202.32.5,32,3885291.0
inflammatory,32,29,adjective,32,32,3621413.0
physiological,32,29,adjective,32,32,3232417.0
neglected,181,171,verb.adjective,149.32,32,2732095.0
borrowed,519,425,verb.adjective,487.32,32,2646232.0
bonded,80,62,verb.adjective.name,49.32.1,32,2635939.0
intestinal,32,31,adjective,32,32,2358994.0
nite,47,14,adjective.noun,32.15,32,2265820.0
ultraviolet,32,25,adjective,32,32,2032114.0
pierced,150,119,verb.adjective,118.32,32,2018684.0
adjoining,57,49,adjective.verb.noun,32.17.7,32,1784248.0
intravenous,32,27,adjective,32,32,1717195.0
quaker,62,23,adjective.noun,32.30,32,1401179.0
heightened,43,40,adjective.verb,32.11,32,1337473.0
contradictory,32,32,adjective,32,32,1321302.0
manageable,32,29,adjective,32,32,1313633.0
distal,32,24,adjective,32,32,1171371.0
transatlantic,32,23,adjective,32,32,988757.0
downright,121,109,adverb.adjective,89.32,32,908731.0
predatory,32,28,adjective,32,32,868192.0
grassy,32,24,adjective,32,32,856550.0
pricey,32,31,adjective,32,32,789080.0
shimmering,32,29,adjective,32,32,737967.0
unconfirmed,32,27,adjective,32,32,641004.0
scraping,118,107,verb.adjective,86.32,32,625503.0
gilded,35,27,adjective.verb,32.3,32,624578.0
unwritten,32,29,adjective,32,32,612026.0
downed,54,43,adjective.verb,32.22,32,589997.0
fated,32,25,adjective,32,32,427996.0
fresher,33,30,adjective.noun,32.1,32,409870.0
wily,32,28,adjective,32,32,347116.0
inoperable,33,26,adjective.name,32.1,32,327514.0
spotty,32,30,adjective,32,32,321064.0
abominable,32,25,adjective,32,32,317597.0
untamed,33,27,adjective,32,32,313377.0
cleanest,33,29,adjective.name,32.1,32,301948.0
daffy,77,32,name.adjective,44.32,32,268813.0
childlike,32,23,adjective,32,32,259599.0
manchurian,32,15,adjective,32,32,243958.0
anemic,32,28,adjective,32,32,229485.0
adoring,35,33,adjective.verb,32.3,32,215653.0
snooty,32,28,adjective,32,32,185869.0
kooky,35,30,adjective.name,32.2,32,153380.0
putrid,32,26,adjective,32,32,144368.0
unbecoming,32,31,adjective,32,32,143851.0
dishonorable,32,23,adjective,32,32,134921.0
nosey,33,29,adjective,32,32,132182.0
appetizing,32,29,adjective,32,32,130847.0
tinkling,38,22,adjective.verb,32.6,32,112615.0
drafty,32,29,adjective,32,32,56490.0
associated,200,176,verb.adjective,169.31,31,65218530.0
expert,1128,842,noun.adjective.name,1095.31.3,31,37537204.0
compact,86,70,noun.adjective.verb,54.31.1,31,25317344.0
labour,166,117,noun.adjective.verb,134.31.8,31,21288089.0
calculated,120,110,verb.adjective,89.31,31,16609500.0
stopped,3844,2687,verb.adjective,3806.31,31,14956865.0
notable,31,30,adjective,31,31,5044802.0
crossed,874,740,verb.adjective,843.31,31,4962660.0
numbered,92,83,verb.adjective,61.31,31,4773804.0
feasible,31,28,adjective,31,31,4213616.0
reflective,31,26,adjective,31,31,3705748.0
lori,418,75,name.noun.adjective,241.143.31,31,3449295.0
taboo,62,46,noun.adjective,31.31,31,3079923.0
proactive,31,26,adjective,31,31,2990726.0
damaging,81,78,verb.adjective,51.31,31,2752172.0
kinetic,32,19,adjective,31,31,2676623.0
winding,100,83,verb.adjective,69.31,31,2642869.0
imagined,505,434,verb.adjective,474.31,31,2631487.0
fab,31,24,adjective,31,31,2572142.0
medicinal,31,29,adjective,31,31,2391733.0
enduring,48,46,adjective.verb,31.17,31,2261346.0
erect,60,52,adjective.verb,31.29,31,2057313.0
oceanic,31,20,adjective,31,31,1960760.0
stony,31,18,adjective,31,31,1907651.0
subordinate,31,28,adjective,31,31,1768208.0
upstate,131,107,adverb.adjective,100.31,31,1431975.0
potty,86,67,noun.adjective.name,49.31.6,31,1390617.0
aggravated,64,54,adjective.verb.name,31.30.2,31,1365039.0
adoptive,30,25,adjective,31,31,1222288.0
instantaneous,31,27,adjective,31,31,1181806.0
intrepid,31,28,adjective,31,31,1047626.0
recognizable,31,29,adjective,31,31,1036118.0
intrusive,31,24,adjective,31,31,1008177.0
punching,207,174,verb.adjective.noun.name,169.31.4.3,31,1000845.0
televised,42,39,adjective.verb,31.11,31,982625.0
fictitious,31,29,adjective,31,31,940552.0
tabloid,56,50,adjective.noun,31.25,31,925735.0
coveted,39,34,adjective.verb,31.8,31,844165.0
misplaced,138,125,verb.adjective,107.31,31,839213.0
undiscovered,31,25,adjective,31,31,819328.0
supple,31,30,adjective,31,31,814347.0
precautionary,33,28,adjective.name,31.2,31,798721.0
prosthetic,34,25,adjective.noun.name,31.2.1,31,745138.0
lusty,31,26,adjective,31,31,702157.0
submersible,31,15,adjective,31,31,631600.0
tropic,36,27,adjective.noun,31.5,31,624139.0
nonviolent,32,18,adjective,31,31,577599.0
unfounded,31,29,adjective,31,31,567645.0
murky,31,28,adjective,31,31,532036.0
unsupervised,31,29,adjective,31,31,465012.0
meager,32,29,adjective,31,31,448017.0
derogatory,31,27,adjective,31,31,437632.0
uncomplicated,31,28,adjective,31,31,421558.0
resolute,31,15,adjective,31,31,419183.0
lifelike,31,30,adjective,31,31,416746.0
narcissistic,32,30,adjective.name,31.1,31,300480.0
irate,31,30,adjective,31,31,256072.0
dingy,31,25,adjective,31,31,255349.0
infomercial,31,21,adjective,31,31,251790.0
snazzy,31,29,adjective,31,31,225088.0
boyish,31,28,adjective,31,31,215198.0
uncooperative,32,28,adjective,31,31,182453.0
beholden,31,29,adjective,31,31,178716.0
sickest,32,28,adjective.name,31.1,31,148421.0
fatherly,31,29,adjective,31,31,98285.0
overprotective,31,29,adjective,31,31,48184.0
between,8932,4654,preposition.adverb.adjective.noun,8585.291.30.1,30,255436698.0
san,2543,1010,name.noun.adjective,2413.95.30,30,151350397.0
updated,67,63,verb.adjective,37.30,30,109504766.0
consulting,146,125,verb.adjective.noun,87.30.29,30,30662624.0
wizard,542,217,noun.adjective.name,492.30.20,30,12151804.0
occupied,293,253,verb.adjective,263.30,30,9165435.0
contrary,454,409,noun.preposition.adjective,333.91.30,30,8799793.0
analytical,30,28,adjective,30,30,8266048.0
settled,991,824,verb.adjective,960.30,30,7183409.0
systematic,30,30,adjective,30,30,6527542.0
supplemental,30,24,adjective,30,30,6271983.0
polished,102,93,verb.adjective,72.30,30,5465964.0
inherent,30,29,adjective,30,30,4564901.0
elastic,53,44,adjective.noun,30.23,30,4265135.0
bilateral,30,28,adjective,30,30,3754545.0
patented,41,41,adjective.verb,30.11,30,3568094.0
seismic,31,23,adjective.name,30.1,30,3028135.0
multinational,32,21,adjective.name,30.2,30,2304039.0
canceled,372,288,verb.adjective.name,331.30.8,30,2225251.0
prenatal,31,30,adjective.name,30.1,30,2067285.0
ineffective,30,26,adjective,30,30,2063276.0
tammy,262,73,name.noun.adjective,145.86.30,30,2025634.0
pragmatic,30,25,adjective,30,30,1616640.0
colourful,30,22,adjective,30,30,1563266.0
shrinking,81,64,verb.adjective.noun,34.30.17,30,1443476.0
fecal,30,19,adjective,30,30,1032064.0
hairless,30,25,adjective,30,30,904138.0
symmetrical,30,28,adjective,30,30,844976.0
testicular,31,20,adjective,30,30,795619.0
pessimistic,30,26,adjective,30,30,705575.0
ardent,30,28,adjective,30,30,646145.0
impervious,31,27,adjective.name,30.1,30,618433.0
whistling,261,179,noun.verb.adjective,126.104.30,30,615829.0
tattooed,132,101,verb.adjective.name,101.30.1,30,615612.0
strenuous,30,29,adjective,30,30,608008.0
cramped,73,69,verb.adjective,43.30,30,604859.0
whopping,31,30,adjective.verb,30.1,30,604841.0
gleaming,36,33,adjective.verb,30.6,30,592118.0
wasteful,30,28,adjective,30,30,533777.0
unscheduled,30,29,adjective,30,30,474623.0
bionic,30,20,adjective,30,30,462342.0
spastic,31,26,adjective.noun,30.1,30,419555.0
nimble,30,27,adjective,30,30,407439.0
humanoid,42,27,adjective.noun,30.12,30,399522.0
amiable,30,24,adjective,30,30,343390.0
unbridled,30,28,adjective,30,30,326894.0
homeward,39,25,adjective.adverb,30.9,30,326240.0
froggy,30,20,adjective,30,30,322368.0
ungodly,30,29,adjective,30,30,304649.0
scrappy,30,19,adjective,30,30,289669.0
chaste,30,26,adjective,30,30,285769.0
childless,30,25,adjective,30,30,270512.0
littlest,31,28,adjective.name,30.1,30,270070.0
backhand,37,31,adjective.adverb,30.7,30,252903.0
squishy,38,24,adjective.name,30.8,30,217490.0
photogenic,30,26,adjective,30,30,214452.0
telepathic,30,22,adjective,30,30,207048.0
insipid,31,27,adjective.name,30.1,30,176224.0
premeditated,56,50,adjective.verb.name,30.25.1,30,175578.0
soulless,32,29,adjective.name,30.2,30,173045.0
sistine,31,23,adjective.name,30.1,30,156705.0
nauseating,30,30,adjective,30,30,108628.0
clammy,30,28,adjective,30,30,105582.0
choosy,30,29,adjective,30,30,76222.0
undignified,30,28,adjective,30,30,69685.0
cleverest,31,23,adjective.name,30.1,30,53005.0
shipshape,30,26,adjective,30,30,51008.0
filthiest,30,7,adjective,30,30,29496.0
taking,12263,5641,verb.noun.adjective,12158.66.29,29,69997427.0
told,35679,7529,verb.adjective.noun,35628.29.3,29,57248600.0
void,209,160,noun.adjective.verb,169.29.11,29,32491126.0
chicken,3148,1570,noun.verb.adjective.name,2915.186.29.14,29,20655046.0
pointed,387,351,verb.adjective,357.29,29,10845626.0
spatial,29,19,adjective,29,29,9537716.0
veterinary,35,31,adjective.noun,29.6,29,8160775.0
geographical,31,27,adjective,29,29,7097027.0
finnish,30,15,adjective.noun,29.1,29,6916250.0
focal,29,24,adjective,29,29,5844761.0
investigating,466,365,verb.adjective.noun,435.29.1,29,4884687.0
contaminated,130,98,verb.adjective,101.29,29,4421206.0
simultaneous,29,29,adjective,29,29,3808657.0
fluorescent,30,25,adjective.name,29.1,29,3614260.0
abundant,29,26,adjective,29,29,3441495.0
contingent,55,52,adjective.noun,29.26,29,3110534.0
repetitive,29,26,adjective,29,29,2627063.0
benny,849,165,name.noun.adjective,624.192.29,29,2393928.0
bothered,531,473,verb.adjective,502.29,29,2267322.0
proficient,29,26,adjective,29,29,2199374.0
scholastic,29,18,adjective,29,29,2190315.0
coed,30,25,adjective.noun,29.1,29,2139346.0
unparalleled,29,29,adjective,29,29,1521531.0
undue,29,27,adjective,29,29,1377567.0
ancestral,29,26,adjective,29,29,1279982.0
discerning,30,27,adjective.verb,29.1,29,1094604.0
jagged,29,26,adjective,29,29,871939.0
symptomatic,29,23,adjective,29,29,854363.0
uniformed,29,26,adjective,29,29,844566.0
illogical,29,25,adjective,29,29,816055.0
impoverished,29,26,adjective,29,29,787379.0
deteriorating,33,33,adjective.verb,29.4,29,711763.0
undisputed,29,20,adjective,29,29,707158.0
unmanned,29,22,adjective,29,29,671369.0
peritoneal,29,23,adjective,29,29,617883.0
skippy,62,46,name.adjective,33.29,29,605968.0
debilitating,29,29,adjective,29,29,557447.0
shattering,39,36,adjective.verb,29.10,29,553294.0
inaudible,29,21,adjective,29,29,533047.0
primordial,29,26,adjective,29,29,518353.0
fleshy,29,26,adjective,29,29,515537.0
unscrupulous,29,25,adjective,29,29,471709.0
prickly,29,27,adjective,29,29,466367.0
undetectable,29,27,adjective,29,29,412444.0
crowning,61,53,verb.adjective.noun,33.29.2,29,393467.0
loudest,34,33,adjective.adverb,29.5,29,353909.0
woolen,29,16,adjective,29,29,330586.0
spunky,32,28,adjective.name,29.2,29,330478.0
withered,55,49,adjective.verb,29.28,29,326236.0
commissary,29,24,adjective,29,29,301680.0
agonizing,36,35,adjective.verb.noun,29.5.2,29,281500.0
sullen,29,25,adjective,29,29,254239.0
reprehensible,29,27,adjective,29,29,253774.0
dotty,57,16,adjective.name,29.28,29,234104.0
dissociative,29,17,adjective,29,29,220706.0
balmy,29,25,adjective,29,29,210906.0
resentful,29,27,adjective,29,29,207476.0
grubby,29,29,adjective,29,29,207166.0
psychosomatic,29,22,adjective,29,29,206388.0
soundproof,41,37,adjective.verb,29.12,29,179759.0
oddest,29,28,adjective,29,29,118205.0
tactful,29,22,adjective,29,29,112875.0
motherless,29,23,adjective,29,29,104929.0
uncouth,29,27,adjective,29,29,101701.0
